issue_url,issue_title,body,clean_title,clean_body,final_text
"""https://github.com/zhangyuanwei/node-images/issues/123""",can't load the addon. issue to: https://github.com/zhangyuanwei/node-images/issues error: /lib64/libc.so.6: version glibc_2.14' not found required by /usr/local/app/taf/fileserver.fileserver/bin/src/node_modules/images/bindings/linux/x64/8.0.0/binding.node,can't load the addon. issue to: https://github.com/zhangyuanwei/node-images/issues error: /lib64/libc.so.6: version glibc_2.14' not found required by /usr/local/app/taf/fileserver.fileserver/bin/src/node_modules/images/bindings/linux/x64/8.0.0/binding.node 有低点的版本，不需要glibc_2.14的吗,load addon issue error lib libc version glibc found required usr local app taf fileserver fileserver bin src node modules images bindings linux binding node,load addon issue error lib libc version glibc found required usr local app taf fileserver fileserver bin src node modules images bindings linux binding node glibc,Title: load addon issue error lib libc version glibc found required usr local app taf fileserver fileserver bin src node modules images bindings linux binding node. Body: load addon issue error lib libc version glibc found required usr local app taf fileserver fileserver bin src node modules images bindings linux binding node glibc
"""https://github.com/Microsoft/pxt/issues/2543""",hcl accessibility a11yblocking a11ymas mas4.2.10 hcl-makecode win10-edge -title screen reader-help-javascript-call a function narrator focus does not moving to expand side a documentation button after pressing enter on collapse side a documentation button.,user experience: user who depends on screen reader will get confused if narrator focus does not retain on expand side a documentation button after pressing enter on collapse side a documentation button test environment os: rs2 version 1703 os build 15063.483 platform: edge. screen reader: narrator repro steps 1-navigate to https://makecode.microbit.org/acc 2-navigate to the micro bit section element and select code control given on it. 3-navigate to the help control lying in the header section on the page and select it. 4-navigate to 'javascript' control and select it. 5-navigate to various controls lying on the pane opened. 6-navigate to the pane opened and select any link listed under it. 7-verify narrator focus moving or not on expand side a documentation button after pressing enter on collapse side a documentation button. actual result narrator focus does not retain on expand side a documentation button after pressing enter on collapse side a documentation button. after pressing enter on collapse side a documentation button narrator focus visible on same place not moving to expand button. expected result narrator focus should be shift to expand side a documentation button after pressing enter on collapse side a documentation button. mas reference https://microsoft.sharepoint.com/teams/msenable/_layouts/15/wopiframe.aspx?sourcedoc={b24201d1-2276-4471-8183-e1e5353031ad} please refer attachment for more details: mas2.4.7_call a function_ visual focus indicator is not visible on side a documentation button.zip https://github.com/microsoft/pxt/files/1179553/mas2.4.7_call.a.function_visual.focus.indicator.is.not.visible.on.siade.a.documentation.button.zip,hcl accessibility yblocking ymas mas hcl makecode win edge title screen reader help javascript call function narrator focus moving expand side documentation button pressing enter collapse side documentation button,user experience user depends screen reader get confused narrator focus retain expand side documentation button pressing enter collapse side documentation button test environment version build platform edge screen reader narrator repro steps navigate navigate micro bit section element select code control given navigate help control lying header section page select navigate javascript control select navigate various controls lying pane opened navigate pane opened select link listed verify narrator focus moving expand side documentation button pressing enter collapse side documentation button actual result narrator focus retain expand side documentation button pressing enter collapse side documentation button pressing enter collapse side documentation button narrator focus visible place moving expand button expected result narrator focus shift expand side documentation button pressing enter collapse side documentation button mas reference please refer attachment details mas call function visual focus indicator visible side documentation button zip,Title: hcl accessibility yblocking ymas mas hcl makecode win edge title screen reader help javascript call function narrator focus moving expand side documentation button pressing enter collapse side documentation button. Body: user experience user depends screen reader get confused narrator focus retain expand side documentation button pressing enter collapse side documentation button test environment version build platform edge screen reader narrator repro steps navigate navigate micro bit section element select code control given navigate help control lying header section page select navigate javascript control select navigate various controls lying pane opened navigate pane opened select link listed verify narrator focus moving expand side documentation button pressing enter collapse side documentation button actual result narrator focus retain expand side documentation button pressing enter collapse side documentation button pressing enter collapse side documentation button narrator focus visible place moving expand button expected result narrator focus shift expand side documentation button pressing enter collapse side documentation button mas reference please refer attachment details mas call function visual focus indicator visible side documentation button zip
"""https://github.com/MatisiekPL/Czekolada/issues/1268""",issue 1265: issue 1264: issue 1261: issue 1260: issue 1257: issue 1256: issue 1253: issue 1252: issue 1250: issue 1247: issue 1246: issue 1243: issue 1242: issue 1239: issue 1237: issue 1236: issue 1233: issue 1231: issue 1230: issue 1227: issue 1226: issu,┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1265 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1265</a>,issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: attachments github com matisiekpl czekolada issues
"""https://github.com/MatisiekPL/Czekolada/issues/1267""",issue 1266: issue 1263: issue 1262: issue 1259: issue 1258: issue 1255: issue 1254: issue 1251: issue 1249: issue 1248: issue 1245: issue 1244: issue 1241: issue 1240: issue 1238: issue 1235: issue 1234: issue 1232: issue 1229: issue 1228: issue 1225: issu,"gitlo = github x trello
---
this board is now linked with https://github.com/matisiekpl/czekolada , any update on the issue tracker will be sync to this board. -------
via trello, you can: --- __✍ create github issues__ - add a card in the corresponding column, an issue will be created in github ! add an issue http://i.imgur.com/yewicu8.gif ------- __✐ comment on github issues__ - just comment as you always do in a card ! comment on an issue http://i.imgur.com/jdnjscf.gif ------- __➦ close opened issues__ - move issue cards to close list - of course you can reopen them by dragging them out of close list ! close an issue http://i.imgur.com/opaazo8.gif ------- __✕ close pull requests__ - move pr cards to close list - important: you can not merge a pr via trello ! close pr http://i.imgur.com/nras2dg.gif __✚__ add any custom columns you need - the column will be sync to github as a label ------- default columns
---
we've set up default columns for you - please help keeping them in place ; you can also add your custom columns to enhance your work flow. ! add a column http://i.imgur.com/1rxnqcv.gif ------- dashboard & settings
---
for the owner of the project, just visit http://gitlo.co to update the settings. ------- want more?
---
let us know at http://smarturl.it/gitlo-feedback or mail us at gitlo@oursky.com ┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1266 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1266</a>",issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues
"""https://github.com/MatisiekPL/Czekolada/issues/1289""",issue 1288: issue 1285: issue 1284: issue 1281: issue 1280: issue 1277: issue 1276: issue 1273: issue 1272: issue 1269: issue 1268: issue 1265: issue 1264: issue 1261: issue 1260: issue 1257: issue 1256: issue 1253: issue 1252: issue 1250: issue 1247: issu,┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1288 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1288</a>,issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: attachments github com matisiekpl czekolada issues
"""https://github.com/MatisiekPL/Czekolada/issues/1300""",issue 1297: issue 1296: issue 1293: issue 1292: issue 1289: issue 1288: issue 1285: issue 1284: issue 1281: issue 1280: issue 1277: issue 1276: issue 1273: issue 1272: issue 1269: issue 1268: issue 1265: issue 1264: issue 1261: issue 1260: issue 1257: issu,┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1297 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1297</a>,issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: attachments github com matisiekpl czekolada issues
"""https://github.com/MatisiekPL/Czekolada/issues/1331""",issue 1330: issue 1327: issue 1326: issue 1324: issue 1321: issue 1320: issue 1317: issue 1316: issue 1313: issue 1312: issue 1310: issue 1307: issue 1306: issue 1303: issue 1302: issue 1300: issue 1297: issue 1296: issue 1293: issue 1292: issue 1289: issu,┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1330 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1330</a>,issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: attachments github com matisiekpl czekolada issues
"""https://github.com/MatisiekPL/Czekolada/issues/1366""",issue 1363: issue 1362: issue 1359: issue 1358: issue 1355: issue 1354: issue 1351: issue 1350: issue 1347: issue 1346: issue 1343: issue 1342: issue 1339: issue 1338: issue 1335: issue 1333: issue 1332: issue 1329: issue 1328: issue 1325: issue 1323: issu,"gitlo = github x trello
---
this board is now linked with https://github.com/matisiekpl/czekolada , any update on the issue tracker will be sync to this board. -------
via trello, you can: --- __✍ create github issues__ - add a card in the corresponding column, an issue will be created in github ! add an issue http://i.imgur.com/yewicu8.gif ------- __✐ comment on github issues__ - just comment as you always do in a card ! comment on an issue http://i.imgur.com/jdnjscf.gif ------- __➦ close opened issues__ - move issue cards to close list - of course you can reopen them by dragging them out of close list ! close an issue http://i.imgur.com/opaazo8.gif ------- __✕ close pull requests__ - move pr cards to close list - important: you can not merge a pr via trello ! close pr http://i.imgur.com/nras2dg.gif __✚__ add any custom columns you need - the column will be sync to github as a label ------- default columns
---
we've set up default columns for you - please help keeping them in place ; you can also add your custom columns to enhance your work flow. ! add a column http://i.imgur.com/1rxnqcv.gif ------- dashboard & settings
---
for the owner of the project, just visit http://gitlo.co to update the settings. ------- want more?
---
let us know at http://smarturl.it/gitlo-feedback or mail us at gitlo@oursky.com ┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1363 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1363</a>",issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues
"""https://github.com/MatisiekPL/Czekolada/issues/1382""",issue 1379: issue 1378: issue 1375: issue 1374: issue 1371: issue 1370: issue 1367: issue 1366: issue 1363: issue 1362: issue 1359: issue 1358: issue 1355: issue 1354: issue 1351: issue 1350: issue 1347: issue 1346: issue 1343: issue 1342: issue 1339: issu,"gitlo = github x trello
---
this board is now linked with https://github.com/matisiekpl/czekolada , any update on the issue tracker will be sync to this board. -------
via trello, you can: --- __✍ create github issues__ - add a card in the corresponding column, an issue will be created in github ! add an issue http://i.imgur.com/yewicu8.gif ------- __✐ comment on github issues__ - just comment as you always do in a card ! comment on an issue http://i.imgur.com/jdnjscf.gif ------- __➦ close opened issues__ - move issue cards to close list - of course you can reopen them by dragging them out of close list ! close an issue http://i.imgur.com/opaazo8.gif ------- __✕ close pull requests__ - move pr cards to close list - important: you can not merge a pr via trello ! close pr http://i.imgur.com/nras2dg.gif __✚__ add any custom columns you need - the column will be sync to github as a label ------- default columns
---
we've set up default columns for you - please help keeping them in place ; you can also add your custom columns to enhance your work flow. ! add a column http://i.imgur.com/1rxnqcv.gif ------- dashboard & settings
---
for the owner of the project, just visit http://gitlo.co to update the settings. ------- want more?
---
let us know at http://smarturl.it/gitlo-feedback or mail us at gitlo@oursky.com ┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1379 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1379</a>",issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues
"""https://github.com/MatisiekPL/Czekolada/issues/1395""",issue 1392: issue 1391: issue 1388: issue 1386: issue 1383: issue 1382: issue 1379: issue 1378: issue 1375: issue 1374: issue 1371: issue 1370: issue 1367: issue 1366: issue 1363: issue 1362: issue 1359: issue 1358: issue 1355: issue 1354: issue 1351: issu,"gitlo = github x trello
---
this board is now linked with https://github.com/matisiekpl/czekolada , any update on the issue tracker will be sync to this board. -------
via trello, you can: --- __✍ create github issues__ - add a card in the corresponding column, an issue will be created in github ! add an issue http://i.imgur.com/yewicu8.gif ------- __✐ comment on github issues__ - just comment as you always do in a card ! comment on an issue http://i.imgur.com/jdnjscf.gif ------- __➦ close opened issues__ - move issue cards to close list - of course you can reopen them by dragging them out of close list ! close an issue http://i.imgur.com/opaazo8.gif ------- __✕ close pull requests__ - move pr cards to close list - important: you can not merge a pr via trello ! close pr http://i.imgur.com/nras2dg.gif __✚__ add any custom columns you need - the column will be sync to github as a label ------- default columns
---
we've set up default columns for you - please help keeping them in place ; you can also add your custom columns to enhance your work flow. ! add a column http://i.imgur.com/1rxnqcv.gif ------- dashboard & settings
---
for the owner of the project, just visit http://gitlo.co to update the settings. ------- want more?
---
let us know at http://smarturl.it/gitlo-feedback or mail us at gitlo@oursky.com ┆attachments: <a href= https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1392 >https:& x2f;& x2f;github.com& x2f;matisiekpl& x2f;czekolada& x2f;issues& x2f;1392</a>",issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu,gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues,Title: issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issu. Body: gitlo github trello board linked update issue tracker sync board via trello create github issues add card corresponding column issue created github add issue comment github issues comment always card comment issue close opened issues move issue cards close list course reopen dragging close list close issue close pull requests move cards close list important merge via trello close add custom columns need column sync github label default columns set default columns please help keeping place also add custom columns enhance work flow add column dashboard settings owner project visit update settings want let know mail gitlo oursky com attachments github com matisiekpl czekolada issues
